SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO_TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude
Nina Optic,4c:d6:29:bf:4f:94,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,10,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,13:58.6,15:57.7,Infrastructure,Unknown,53,-75,Nina Optic,4c:d6:29:bf:4f:94,-83,2457,102.62257931069765,17.979273149228867
DaKuCha,a0:f4:23:9f:5a:bd,Unknown,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",13:58.6,16:17.8,Infrastructure,Unknown,53,-75,DaKuCha,a0:f4:23:9f:5a:bd,-85,2452,102.62267242975427,17.979512322449487
Nina Optic,4c:d6:29:bf:4f:99,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,48,0,0,"6,9,12,18,24,36,48,54",,14:04.9,15:57.7,Infrastructure,Unknown,46,-77,Nina Optic,4c:d6:29:bf:4f:99,-93,5240,102.62267242975427,17.979512322449487
MYCARA404506EA548,a4:04:50:6e:a5:48,nFore Technology Inc.,0,WPA2-Personal,CCMP,802.11ac,153,0,0,"6,9,12,18,24,36,48,54",,14:08.2,23:00.5,Infrastructure,Unknown,62,-72,MYCARA404506EA548,a4:04:50:6e:a5:48,-67,5765,102.62197502961516,17.9776720264941
SDC MEETING ROOM-5G,6c:68:a4:20:f9:7e,Unknown,0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",14:08.2,19:33.7,Infrastructure,Unknown,67,-70,SDC MEETING ROOM-5G,6c:68:a4:20:f9:7e,-74,2417,102.6224472051262,17.978992574788208
XV Sibounhueang,30:fb:b8:8f:58:e5,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,14:08.2,18:53.5,Infrastructure,Unknown,40,-79,XV Sibounhueang,30:fb:b8:8f:58:e5,-76,5180,102.62253953017223,17.979155172500274
Thipphaphone,cc:29:bd:69:a1:1a,zte corporation,0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",14:08.2,16:17.8,Infrastructure,Unknown,75,-67,Thipphaphone,cc:29:bd:69:a1:1a,-75,2447,102.62257931069765,17.979273149228867
UNITEL_Xayyasan123,5c:92:5e:c7:41:5c,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",14:18.0,17:35.7,Infrastructure,Unknown,53,-75,UNITEL_Xayyasan123,5c:92:5e:c7:41:5c,-83,2412,102.62253953017223,17.979155172500274
XV Sibounhueang,30:fb:b8:8f:58:e0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,14:18.0,18:53.5,Infrastructure,Unknown,80,-64,XV Sibounhueang,30:fb:b8:8f:58:e0,-64,2457,102.62249597810631,17.97904734689375
OPPO A57,1e:86:ef:a5:c5:a3,Unknown,0,WPA2-Personal,CCMP,802.11ac,8,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",14:18.0,18:42.1,Infrastructure,Unknown,78,-66,OPPO A57,1e:86:ef:a5:c5:a3,-69,2447,102.6225298611892,17.97913606553634
UNITEL_Bankk,24:43:e2:3f:f6:57,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",14:33.3,21:13.4,Infrastructure,Unknown,92,-42,UNITEL_Bankk,24:43:e2:3f:f6:57,-56,2447,102.62230935389708,17.97863023269867
HONDA_WIFI1D9AA7,cc:57:63:1d:9a:a8,"Panasonic Automotive Systems Co.,Ltd",0,OWE,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,14:40.2,18:15.7,Infrastructure,Unknown,20,-88,HONDA_WIFI1D9AA7,cc:57:63:1d:9a:a8,-87,5745,102.62243359162932,17.97900049240983
Villa10-2.4G,5c:64:7a:9e:57:d0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,14:40.2,18:53.5,Infrastructure,Unknown,62,-72,Villa10-2.4G,5c:64:7a:9e:57:d0,-77,2422,102.6224333780556,17.979000713393923
W Bistro Internally ,48:5f:08:f5:b9:76,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",14:47.9,23:00.5,Infrastructure,Unknown,84,-57,W Bistro Internally ,48:5f:08:f5:b9:76,-53,2412,102.62219966670986,17.97824133506002
Viengxayshp,e4:a8:b6:bd:c2:ac,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11g,11,0,0,"1,2,5.5,11,18,24,36,54","6,9,12,48",14:47.9,20:52.8,Infrastructure,Unknown,60,-73,Viengxayshp,e4:a8:b6:bd:c2:ac,-73,2462,102.62234748674288,17.978756835572323
OPPO Reno11 5G,f6:69:61:85:a0:5a,Unknown,0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",14:47.9,22:36.3,Infrastructure,Unknown,86,-53,OPPO Reno11 5G,f6:69:61:85:a0:5a,-58,2462,102.62178130705036,17.977139495590126
OPPO A78,a6:a8:ee:8d:66:f1,Unknown,0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",15:03.4,17:13.0,Infrastructure,Unknown,75,-67,OPPO A78,a6:a8:ee:8d:66:f1,-74,2462,102.62249599498524,17.979047325073825
Villa10,e4:fa:c4:72:e9:51,Big Field Global PTE. Ltd.,0,WPA2-Personal,CCMP,802.11ac,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",15:03.4,18:53.5,Infrastructure,Unknown,43,-78,Villa10,e4:fa:c4:72:e9:51,-77,2452,102.62244723021712,17.978992534350958
SDC WiFi3,f4:28:53:e9:85:2c,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",15:11.1,20:46.7,Infrastructure,Unknown,38,-80,SDC WiFi3,f4:28:53:e9:85:2c,-85,2437,102.62244720500097,17.978992574995228
SDC Wifi1,f4:28:53:f3:b6:b4,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",15:17.5,21:07.1,Infrastructure,Unknown,53,-75,SDC Wifi1,f4:28:53:f3:b6:b4,-76,2437,102.6223744341894,17.978840541771312
Villa10_5G,e4:fa:c4:72:e9:53,Big Field Global PTE. Ltd.,0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,15:22.7,18:50.3,Infrastructure,Unknown,16,-90,Villa10_5G,e4:fa:c4:72:e9:53,-88,5200,102.62274544557673,17.979734689679834
Sdc WIFI 2,1c:ef:03:ba:d7:ee,"Guangzhou V-SOLUTION Electronic Technology Co., Ltd.",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",15:30.7,18:49.3,Infrastructure,Unknown,40,-79,Sdc WIFI 2,1c:ef:03:ba:d7:ee,-92,2437,102.62249597810631,17.97904734689375
4G-MIFI-3C9,a0:f9:55:76:c3:c9,Unknown,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",15:53.6,18:32.3,Infrastructure,Unknown,72,-68,4G-MIFI-3C9,a0:f9:55:76:c3:c9,-68,2437,102.6224335859056,17.979000376144892
424112150,dc:bd:cc:08:87:2e,"Quectel Wireless Solutions Co.,Ltd.",0,WPA-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",15:57.7,17:52.8,Infrastructure,Unknown,26,-85,424112150,dc:bd:cc:08:87:2e,-87,2462,102.62257931069765,17.979273149228867
Villa10-5G,5c:64:7a:9e:57:d4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,16:11.6,18:50.3,Infrastructure,Unknown,16,-90,Villa10-5G,5c:64:7a:9e:57:d4,-92,5745,102.62249599500802,17.97904732495994
OPPO A77,fa:01:12:00:2f:59,Unknown,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",16:23.9,18:42.1,Infrastructure,Unknown,53,-75,OPPO A77,fa:01:12:00:2f:59,-88,2412,102.62245301186424,17.978999880531603
CLCC,24:2f:d0:35:f4:be,Unknown,0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",16:43.7,22:36.3,Infrastructure,Unknown,80,-65,CLCC,24:2f:d0:35:f4:be,-69,2442,102.62214358592436,17.978109347098297
virus,34:0a:98:d3:2c:40,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11,18,24,36,54","6,9,12,48",16:56.9,21:13.4,Infrastructure,Unknown,84,-57,virus,34:0a:98:d3:2c:40,-60,2457,102.6223199275831,17.978582314466575
HUAWEI-5G-jE3c,98:1a:35:ca:a9:78,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,17:05.3,23:00.5,Infrastructure,Unknown,62,-72,HUAWEI-5G-jE3c,98:1a:35:ca:a9:78,-73,5745,102.62183129668188,17.977204573202133
W Bistro Internally ,4a:5f:08:f4:b9:74,Unknown,0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,17:05.3,23:00.5,Infrastructure,Unknown,80,-64,W Bistro Internally ,4a:5f:08:f4:b9:74,-67,5745,102.62183129668188,17.977204573202133
POK,f4:28:53:fe:98:04,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",17:05.3,19:01.1,Infrastructure,Unknown,20,-88,POK,f4:28:53:fe:98:04,-88,2462,102.6223744341894,17.978840541771312
ETC lao Telecom,e8:f6:54:7e:f4:ad,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,48,0,0,"6,9,12,18,24,36,48,54",,17:13.0,21:13.4,Infrastructure,Unknown,57,-74,ETC lao Telecom,e8:f6:54:7e:f4:ad,-78,5240,102.62231279735067,17.978531377695877
ETC UNITEL,28:87:ba:f5:47:21,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,17:13.0,21:13.4,Infrastructure,Unknown,67,-70,ETC UNITEL,28:87:ba:f5:47:21,-70,5180,102.62230998310868,17.978513565648765
CLB_S50_04EC,70:3a:2d:16:4c:8a,"Shenzhen V-Link Technology CO., LTD.",0,Open,,802.11ax,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",17:19.0,23:00.5,Infrastructure,Unknown,78,-66,CLB_S50_04EC,70:3a:2d:16:4c:8a,-56,2437,102.62225495681874,17.978356356014483
W Bistro,98:1a:35:ca:a9:74,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,17:24.8,22:36.3,Infrastructure,Unknown,65,-71,W Bistro,98:1a:35:ca:a9:74,-71,2457,102.62218275015124,17.978208264169012
PALAMY,04:e7:95:3c:c2:68,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,17:24.8,21:13.4,Infrastructure,Unknown,65,-71,PALAMY,04:e7:95:3c:c2:68,-74,2442,102.62231099657244,17.978529388547393
CLB_S50_0413,70:3a:2d:53:4b:6c,"Shenzhen V-Link Technology CO., LTD.",0,Open,,802.11ax,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",17:30.2,21:40.7,Infrastructure,Unknown,81,-62,CLB_S50_0413,70:3a:2d:53:4b:6c,-70,2437,102.6223132112242,17.97853174321699
ETC UNITEL,28:87:ba:f5:47:1f,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",17:30.2,21:40.7,Infrastructure,Unknown,83,-59,ETC UNITEL,28:87:ba:f5:47:1f,-68,2422,102.62231099657244,17.978529388547393
ETC2,f4:28:53:a1:eb:50,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",17:35.7,20:28.3,Infrastructure,Unknown,62,-72,ETC2,f4:28:53:a1:eb:50,-76,2412,102.62231977871932,17.97852925155695
ETC lao Telecom,e8:f6:54:7e:f4:a8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,17:41.7,21:13.4,Infrastructure,Unknown,60,-73,ETC lao Telecom,e8:f6:54:7e:f4:a8,-83,2412,102.62231099657244,17.978529388547393
BigTree,94:98:69:3a:e2:c2,zte corporation,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",17:49.4,23:00.5,Infrastructure,Unknown,82,-61,BigTree,94:98:69:3a:e2:c2,-78,2452,102.62183129668188,17.977204573202133
MAY,6e:14:6e:71:9f:4c,Unknown,0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,17:55.6,22:17.9,Infrastructure,Unknown,80,-64,MAY,6e:14:6e:71:9f:4c,-70,5745,102.62225495681874,17.978356356014483
PALAMY 5G,04:e7:95:3c:c2:6c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,17:59.5,21:13.4,Infrastructure,Unknown,40,-79,PALAMY 5G,04:e7:95:3c:c2:6c,-86,5745,102.62231098701406,17.978530272911854
TP-Link_FE61,40:ae:30:8a:fe:61,Unknown,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",18:03.5,20:46.7,Infrastructure,Unknown,40,-79,TP-Link_FE61,40:ae:30:8a:fe:61,-90,2462,102.62230939374196,17.9785267893015
Pherkhalaiy3,d8:47:32:f2:8e:f0,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",18:07.3,21:57.3,Infrastructure,Unknown,50,-76,Pherkhalaiy3,d8:47:32:f2:8e:f0,-89,2437,102.62230935389708,17.97863023269867
LSLAO_5G,2a:d0:f5:93:77:f5,Unknown,0,WPA2-Personal,CCMP,802.11ac,52,0,0,"6,9,12,18,24,36,48,54",,18:11.2,23:00.5,Infrastructure,Unknown,81,-62,LSLAO_5G,2a:d0:f5:93:77:f5,-63,5260,102.62213974528512,17.97810632219241
JESSICA,0c:b6:d2:25:06:63,D-Link International,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",18:11.2,20:28.3,Infrastructure,Unknown,33,-82,JESSICA,0c:b6:d2:25:06:63,-83,2462,102.62234748674288,17.978756835572323
MAY,6c:14:6e:71:9f:48,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,18:32.3,21:26.0,Infrastructure,Unknown,78,-66,MAY,6c:14:6e:71:9f:48,-70,2452,102.62225495681874,17.978356356014483
Lppc-Bigtree,b4:04:21:87:64:1c,zte corporation,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",18:53.5,23:00.5,Infrastructure,Unknown,60,-73,Lppc-Bigtree,b4:04:21:87:64:1c,-80,2452,102.62213161414206,17.978104500471233
PALAMY,04:e7:95:3c:c2:6d,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,19:01.1,21:13.4,Infrastructure,Unknown,38,-80,PALAMY,04:e7:95:3c:c2:6d,-85,5745,102.62230913096676,17.97852585496811
CLCC,24:2f:d0:35:b3:2e,Unknown,0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",19:05.5,23:00.5,Infrastructure,Unknown,85,-55,CLCC,24:2f:d0:35:b3:2e,-66,2442,102.62214358592436,17.978109347098297
CLCC,24:2f:d0:35:f4:bf,Unknown,0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,19:16.6,23:00.5,Infrastructure,Unknown,22,-87,CLCC,24:2f:d0:35:f4:bf,-88,5200,102.62183129668188,17.977204573202133
Teew_home,b0:08:75:f9:99:10,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,19:16.6,21:13.4,Infrastructure,Unknown,60,-73,Teew_home,b0:08:75:f9:99:10,-76,2452,102.62227347969282,17.978417159948258
JLOVEB1,70:a5:6a:05:db:9a,"Shenzhen C-Data Technology Co., Ltd.",0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",19:26.1,23:00.5,Infrastructure,Unknown,80,-64,JLOVEB1,70:a5:6a:05:db:9a,-59,2417,102.62218590887748,17.978208374734255
LSLAO_5G,28:d0:f5:a3:71:e4,"Ruijie Networks Co.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",19:30.1,23:00.5,Infrastructure,Unknown,82,-61,LSLAO_5G,28:d0:f5:a3:71:e4,-59,2462,102.6221101547151,17.97805174759702
CLCC,24:2f:d0:35:b3:2f,Unknown,0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,19:33.7,23:00.5,Infrastructure,Unknown,72,-68,CLCC,24:2f:d0:35:b3:2f,-63,5200,102.62209455969064,17.9780304471998
JLOVEB1-5G,70:a5:6a:05:db:9b,"Shenzhen C-Data Technology Co., Ltd.",0,WPA2-Personal,CCMP,802.11ac,52,0,0,"6,9,12,18,24,36,48,54",,19:33.7,23:00.5,Infrastructure,Unknown,46,-77,JLOVEB1-5G,70:a5:6a:05:db:9b,-74,5260,102.62183129668188,17.977204573202133
LAIR,f4:28:53:ca:04:3c,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",19:33.7,23:00.5,Infrastructure,Unknown,72,-68,LAIR,f4:28:53:ca:04:3c,-72,2462,102.62213108613494,17.978104562918915
the white,b4:04:21:87:19:8e,zte corporation,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",19:33.7,23:00.5,Infrastructure,Unknown,62,-72,the white,b4:04:21:87:19:8e,-78,2452,102.6221846851424,17.97820733261611
HUAWEI-2.4G-tez8,dc:21:e2:98:5f:ad,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,19:41.9,23:00.5,Infrastructure,Unknown,46,-77,HUAWEI-2.4G-tez8,dc:21:e2:98:5f:ad,-73,5745,102.6221101547151,17.97805174759702
LS2,dc:21:e2:98:5f:ac,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,19:41.9,23:00.5,Infrastructure,Unknown,46,-77,LS2,dc:21:e2:98:5f:ac,-73,5745,102.6221101547151,17.97805174759702
LSLAO,28:d0:f5:a3:77:f4,"Ruijie Networks Co.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",19:41.9,23:00.5,Infrastructure,Unknown,85,-55,LSLAO,28:d0:f5:a3:77:f4,-66,2462,102.6221642449608,17.978157622109965
JR beauty clinic,e8:f6:54:7e:6d:c8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,19:51.8,21:40.7,Infrastructure,Unknown,22,-87,JR beauty clinic,e8:f6:54:7e:6d:c8,-88,2462,102.62209455969064,17.9780304471998
HUAWEI-2.4G-tez8,dc:21:e2:98:5f:a8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,19:51.8,23:00.5,Infrastructure,Unknown,70,-69,HUAWEI-2.4G-tez8,dc:21:e2:98:5f:a8,-76,2422,102.62213161414206,17.978104500471233
Lon 5.0 Ghz,6c:14:6e:70:c7:80,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,19:58.3,22:17.9,Infrastructure,Unknown,26,-85,Lon 5.0 Ghz,6c:14:6e:70:c7:80,-90,5745,102.6221888439302,17.978218600921128
Lon,6c:14:6e:70:c7:7c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,19:58.3,22:17.9,Infrastructure,Unknown,60,-73,Lon,6c:14:6e:70:c7:7c,-80,2462,102.6221642449608,17.978157622109965
LSLAO_5G,28:d0:f5:a3:71:e5,"Ruijie Networks Co.,LTD",0,WPA2-Personal,CCMP,802.11ac,44,0,0,"6,9,12,18,24,36,48,54",,20:03.1,23:00.5,Infrastructure,Unknown,31,-83,LSLAO_5G,28:d0:f5:a3:71:e5,-85,5220,102.62214358592436,17.978109347098297
BigTree3,c8:3a:35:6f:da:48,"Tenda Technology Co., Ltd.",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",20:12.0,22:03.5,Infrastructure,Unknown,53,-75,BigTree3,c8:3a:35:6f:da:48,-82,2462,102.62218590887748,17.978208374734255
c655dce4,50:2c:c6:55:dc:e4,"GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,20:15.1,23:00.5,Infrastructure,Unknown,80,-65,c655dce4,50:2c:c6:55:dc:e4,-73,2412,102.62213327829431,17.978103821210173
c655dc92,50:2c:c6:55:dc:92,"GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,20:15.1,23:00.5,Infrastructure,Unknown,82,-60,c655dc92,50:2c:c6:55:dc:92,-72,2412,102.6221101547151,17.97805174759702
LSLAO,28:d0:f5:a3:6e:ec,"Ruijie Networks Co.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",20:25.2,23:00.5,Infrastructure,Unknown,62,-72,LSLAO,28:d0:f5:a3:6e:ec,-80,2412,102.62214358592436,17.978109347098297
Leader,c2:9a:72:21:11:58,Unknown,0,WPA2-Personal,CCMP,802.11ax,157,0,0,"6,9,12,18,24,36,48,54",,20:28.3,23:00.5,Infrastructure,Unknown,38,-80,Leader,c2:9a:72:21:11:58,-86,5785,102.6221642449608,17.978157622109965
Leader,c2:9a:72:21:11:54,Unknown,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",20:28.3,23:00.5,Infrastructure,Unknown,67,-70,Leader,c2:9a:72:21:11:54,-78,2462,102.62214358592436,17.978109347098297
LSLAO_5G,2a:d0:f5:93:6e:ed,Unknown,0,WPA2-Personal,CCMP,802.11ac,52,0,0,"6,9,12,18,24,36,48,54",,20:28.3,23:00.5,Infrastructure,Unknown,38,-80,LSLAO_5G,2a:d0:f5:93:6e:ed,-76,5260,102.62214358592436,17.978109347098297
L.S 1,f4:4c:7f:5e:54:24,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",20:28.3,23:00.5,Infrastructure,Unknown,60,-73,L.S 1,f4:4c:7f:5e:54:24,-81,2462,102.62213327829431,17.978103821210173
DIRECT-D2-EPSON-1A5441,66:c6:d2:1a:d4:41,Unknown,0,WPA2-Personal,CCMP,802.11n,1,0,0,"6,9,12,18,24,36,48,54",,20:36.3,23:00.5,Infrastructure,Unknown,80,-65,DIRECT-D2-EPSON-1A5441,66:c6:d2:1a:d4:41,-70,2412,102.6221101547151,17.97805174759702
LS Import-Export,6c:14:6e:f8:57:bc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,20:42.6,23:00.5,Infrastructure,Unknown,67,-70,LS Import-Export,6c:14:6e:f8:57:bc,-77,2432,102.62213327829431,17.978103821210173
Cheuang2 Hotel,f6:9f:c2:78:0b:7a,Unknown,0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,20:46.7,23:00.5,Infrastructure,Unknown,40,-79,Cheuang2 Hotel,f6:9f:c2:78:0b:7a,-84,5180,102.622657704075,17.976767305070616
Lao DK EV Auto,30:37:b3:bb:ac:98,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,20:46.7,23:00.5,Infrastructure,Unknown,75,-67,Lao DK EV Auto,30:37:b3:bb:ac:98,-76,2442,102.6220858336533,17.97803042953839
TREEKOFF,cc:29:bd:68:84:d4,zte corporation,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",20:52.8,23:00.5,Infrastructure,Unknown,53,-75,TREEKOFF,cc:29:bd:68:84:d4,-80,2427,102.6221101547151,17.97805174759702
DIRECT-ya-EPSON-L15150 Series,de:cd:2f:7a:a6:25,Unknown,0,WPA2-Personal,CCMP,802.11n,6,0,0,"6,9,12,18,24,36,48,54",,21:07.1,23:00.5,Infrastructure,Unknown,43,-78,DIRECT-ya-EPSON-L15150 Series,de:cd:2f:7a:a6:25,-79,2437,102.62209455969064,17.9780304471998
weshop,fc:e3:3c:7c:fb:a1,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11g,10,0,0,"1,2,5.5,11,18,24,36,54","6,9,12,48",21:13.4,23:00.5,Infrastructure,Unknown,81,-62,weshop,fc:e3:3c:7c:fb:a1,-69,2457,102.6220799834274,17.97803107381557
